customer,recency,T,monetary_value,frequency,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,expected_monetary_value,pred_nb_purchases,pred_revenue
'C138445718',167,179,34.862947019867555,150,150,150,150,150,150,150,150,150,35.430131538947805,48.76571998321778,1727.7758735969014
'C1134533551',165,179,42.77556,124,124,124,124,124,124,124,124,124,40.00538529979746,43.431890237540784,1737.509503251331
'C571254990',179,179,54.93900793650795,41,41,41,41,41,41,41,41,41,42.00115408390291,41.444396167142536,1740.7124693304688
'C1886871597',167,179,59.62219512195122,40,40,40,40,40,40,40,40,40,43.30574946757997,40.29662196310401,1745.0754151239628
'C78631448',174,178,58.84077235772358,40,40,40,40,40,40,40,40,40,43.07191893303026,40.65727269295964,1751.1867534692624
'C289653430',173,179,46.10244444444443,44,44,44,44,44,44,44,44,44,39.458939228715735,44.40460906008618,1752.1587703768207
'C1606614105',167,179,34.141400000000004,149,149,149,149,149,149,149,149,149,34.98944317313601,50.50512805232658,1767.1463079388384
'C1233360048',137,167,556.8581250000001,15,15,15,15,15,15,15,15,15,108.18483798940197,16.376113735612485,1771.647211383257
'C2033860682',161,173,53.646388888888886,41,41,41,41,41,41,41,41,41,41.60762870204419,42.68636264119359,1776.078327415593
'C60324613',179,179,179.80870370370374,26,26,26,26,26,26,26,26,26,67.50845639203828,26.472198715241387,1787.097272569245
'C1609425799',172,179,48.78377777777778,44,44,44,44,44,44,44,44,44,40.315885528245616,44.391755312544454,1789.6929255784314
'C390271010',163,163,108.27274193548385,30,30,30,30,30,30,30,30,30,53.78781340494193,33.43322662007919,1798.3001549659568
'C612581943',152,179,89.27710317460314,41,41,41,41,41,41,41,41,41,52.45505546015343,34.471410459776195,1808.1997474572734
'C301739259',159,164,368.7549122807018,18,18,18,18,18,18,18,18,18,89.91872532567979,20.156789821565436,1812.4728474128005
'C1889984788',170,179,64.9318292682927,40,40,40,40,40,40,40,40,40,44.89458799076989,40.3781537550504,1812.7605766609458
'C332628188',161,179,37.04067073170732,81,81,81,81,81,81,81,81,81,36.66404245979189,49.58509366234268,1817.9899794088897
'C876777476',167,179,30.33816326530612,146,146,146,146,146,146,146,146,146,32.683269220684195,55.78360990842337,1823.1907407386275
'C586110529',164,179,32.354691358024695,53,53,53,53,53,53,53,53,53,34.89887857141254,52.42684035364919,1829.6379353848338
'C806943770',179,179,94.33430555555559,35,35,35,35,35,35,35,35,35,52.11364674253324,35.45553870806265,1847.7174192981902
'C546697817',158,179,59.0041304347826,45,45,45,45,45,45,45,45,45,43.69349028349018,42.8302819262573,1871.4045071840683
'C422003518',156,176,177.1116071428571,27,27,27,27,27,27,27,27,27,67.83560932689545,27.673703981338004,1877.2625719061962
'C1539474222',166,179,235.36459999999997,24,24,24,24,24,24,24,24,24,76.93064951596075,24.423248245189438,1878.896350791972
'C1979396384',178,178,54.962703703703696,44,44,44,44,44,44,44,44,44,42.290652201775465,44.68678665898822,1889.8333526102106
'C346428597',166,179,29.919307692307683,129,129,129,129,129,129,129,129,129,32.61965331082582,57.948149176888016,1890.2485361541035
'C1501096176',144,172,489.7505555555555,17,17,17,17,17,17,17,17,17,105.9848313074713,17.973462711055777,1904.9144134423723
'C1152092987',178,179,124.53712121212119,32,32,32,32,32,32,32,32,32,58.796273835824664,32.459152418134465,1908.4772140554044
'C1394467199',155,179,69.81295918367348,48,48,48,48,48,48,48,48,48,47.67981308728756,40.04289381488484,1909.2376925678125
'C1239127666',155,179,100.4438157894737,37,37,37,37,37,37,37,37,37,54.4897486753039,35.458129460537705,1932.1045628010886
'C1033848759',168,179,29.426196319018402,162,162,162,162,162,162,162,162,162,31.95867144166161,60.54369586582764,1934.8960840398718
'C1883962820',154,179,103.97442982456141,37,37,37,37,37,37,37,37,37,55.48943775231259,34.94670740166767,1939.17314501312
'C120279480',166,179,31.45319230769232,129,129,129,129,129,129,129,129,129,33.50826937820519,57.948149176888016,1941.742192587583
'C1237248073',146,171,286.9608695652174,22,22,22,22,22,22,22,22,22,84.00444861523252,23.17710858038304,1946.980226790452
'C1148772789',165,179,64.42727272727274,43,43,43,43,43,43,43,43,43,45.17566541331858,43.12179559973723,1948.0558100352428
'C85192293',160,179,36.476874999999986,63,63,63,63,63,63,63,63,63,36.3940639321265,53.584339428914774,1950.151874936691
'C411390898',174,174,50.2282269503546,46,46,46,46,46,46,46,46,46,40.912853004471245,47.760231682426024,1954.0073382825863
'C1649412954',166,179,39.96070895522388,133,133,133,133,133,133,133,133,133,38.46376773099333,51.02294923747616,1962.5348684205464
'C2009344338',170,179,36.09309090909092,54,54,54,54,54,54,54,54,54,36.248677911448404,54.27164420719853,1967.2753505914638
'C1360806205',160,179,46.54996855345908,52,52,52,52,52,52,52,52,52,39.98353275323157,49.22503994507583,1968.190996923072
'C65424442',165,179,43.70634615384616,51,51,51,51,51,51,51,51,51,38.935715863676535,50.81271830682956,1978.4295622557509
'C1288983259',177,179,36.48963636363636,54,54,54,54,54,54,54,54,54,36.39368345741652,54.41211523773592,1980.2572982106312
'C1855266571',167,179,29.967777777777783,143,143,143,143,143,143,143,143,143,32.4892050934259,61.068072027354866,1984.0531167568377
'C1995719338',163,178,29.87838235294118,101,101,101,101,101,101,101,101,101,32.98681306093734,60.29724424946453,1989.0139241467655
'C1890466358',172,172,44.122666666666674,49,49,49,49,49,49,49,49,49,39.011822891729516,51.427159070983826,2006.267221502022
'C2070990530',157,179,69.58071428571428,62,62,62,62,62,62,62,62,62,49.57779282655884,40.48237184476007,2007.0266444472334
'C700553509',158,178,62.408698630136975,72,72,72,72,72,72,72,72,72,47.66827681089201,42.20353490077319,2011.7697840481983
'C1722275939',177,179,86.50116666666668,39,39,39,39,39,39,39,39,39,51.08397663314021,39.44270586390849,2014.8902646997237
'C644541754',161,179,552.3846296296296,17,17,17,17,17,17,17,17,17,115.60574973344595,17.434326213342697,2015.508352990952
'C1483927110',170,179,69.19613636363638,43,43,43,43,43,43,43,43,43,46.67603939547463,43.35981750441559,2023.8645500166924
'C946935568',158,179,65.12229166666664,47,47,47,47,47,47,47,47,47,45.95528941788237,44.13574182227584,2028.2707891156213
'C1124449361',179,179,46.07830128205127,51,51,51,51,51,51,51,51,51,39.77187340526965,51.42579322665813,2045.3001379762206
'C16723337',172,176,185.8596551724138,28,28,28,28,28,28,28,28,28,70.74685773571603,28.941200043089392,2047.498962149344
'C885237696',175,179,40.0469090909091,54,54,54,54,54,54,54,54,54,37.694478279455204,54.396996300607704,2050.466395520862
'C578309168',169,173,55.69393617021276,46,46,46,46,46,46,46,46,46,42.71292887112394,48.01483474036751,2050.8542210240885
'C1339724832',167,179,47.30432692307692,51,51,51,51,51,51,51,51,51,40.20406985525304,51.09801749283915,2054.348264747047
'C929298953',162,179,31.132402597402624,76,76,76,76,76,76,76,76,76,34.00651537517199,61.03023540845854,2075.4256387681116
'C764950264',178,179,39.82529761904761,55,55,55,55,55,55,55,55,55,37.62831847186048,55.41485108074911,2085.1676645371494
'C761606185',171,171,53.49572916666667,47,47,47,47,47,47,47,47,47,42.07076940924564,49.63678030243851,2088.2575383212766
'C1338125837',178,179,254.36307692307693,25,25,25,25,25,25,25,25,25,82.26795465467968,25.472526060016353,2095.572618845572
'C1663162700',165,179,37.5994017094017,116,116,116,116,116,116,116,116,116,37.03602480009882,56.99905009579475,2111.0182329299296
'C1642125108',166,179,42.22035714285715,55,55,55,55,55,55,55,55,55,38.51434327057922,54.81185942198022,2111.042769076878
'C706599076',174,179,200.85275862068977,28,28,28,28,28,28,28,28,28,74.19713588800676,28.456323862056905,2111.3777284661655
'C908646797',165,179,37.68064102564102,116,116,116,116,116,116,116,116,116,37.080969762081764,56.99905009579475,2113.5800530695487
'C553121592',164,179,40.638965517241374,57,57,57,57,57,57,57,57,57,37.965292654404706,56.01113157027971,2126.479001970036
'C183456137',174,179,82.16790697674418,42,42,42,42,42,42,42,42,42,50.52568469421699,42.42005367192071,2143.3022565392275
'C384136428',166,179,29.650400000000005,124,124,124,124,124,124,124,124,124,32.52849458203827,66.11485973112258,2150.616856556041
'C1828122',167,179,34.686006944444436,143,143,143,143,143,143,143,143,143,35.339998284511154,61.068072027354866,2158.1455606851246
'C1564253251',174,179,32.171190476190475,62,62,62,62,62,62,62,62,62,34.67870768222585,62.3589174130225,2162.5266683462705
'C897612698',177,179,40.109482758620686,57,57,57,57,57,57,57,57,57,37.764988370253235,57.40593431785912,2167.9344418974706
'C2059060401',175,178,52.30019230769231,51,51,51,51,51,51,51,51,51,41.96520372682471,51.69925620268967,2169.5698190711782
'C1058785965',179,179,48.28564814814815,53,53,53,53,53,53,53,53,53,40.65548478288186,53.42206948846911,2171.900133158513
'C1533000663',166,179,36.662093023255814,128,128,128,128,128,128,128,128,128,36.52529588475463,59.64175288120671,2178.4326710714918
'C54550671',162,179,47.42435672514618,56,56,56,56,56,56,56,56,56,40.48617054075763,53.894476288615735,2181.980958225715
'C1021896897',152,179,210.0646666666667,29,29,29,29,29,29,29,29,29,77.40729490306873,28.31731644092329,2191.966864606066
'C1622016247',174,179,41.66807471264367,57,57,57,57,57,57,57,57,57,38.35460652221738,57.375521610669615,2200.615555384213
'C1204610604',162,179,37.02455882352941,67,67,67,67,67,67,67,67,67,36.62450700659918,60.35215664483727,2210.367983902214
'C2076439645',171,171,41.38178571428572,55,55,55,55,55,55,55,55,55,38.20412338926725,57.992860780077045,2215.566408938661
'C1240560903',179,179,54.08820754716982,52,52,52,52,52,52,52,52,52,42.674405389266525,52.42393146064371,2237.160103250633
'C430880678',167,179,57.495457516339826,152,152,152,152,152,152,152,152,152,49.428423357615344,45.33893909953347,2241.0322763968798
'C1761250553',168,179,32.887375000000006,159,159,159,159,159,159,159,159,159,34.16675883446433,65.91020324899615,2251.938019138979
'C1238891395',168,179,26.669806451612896,154,154,154,154,154,154,154,154,154,30.326585305595618,74.65311230224202,2263.9739785621523
'C301422123',165,165,53.75396666666666,49,49,49,49,49,49,49,49,49,42.3196144623099,53.59317342398839,2268.0424371149015
'C947315968',178,178,31.97467171717171,65,65,65,65,65,65,65,65,65,34.55079539495498,65.76464939416756,2272.2209454388335
'C402571153',134,152,51.05991803278688,60,60,60,60,60,60,60,60,60,42.08622953186683,54.024129820516734,2273.6719278856385
'C629942205',177,177,47.791428571428575,55,55,55,55,55,55,55,55,55,40.57529724357127,56.040291617499285,2273.851489996449
'C500712433',169,175,56.107499999999995,51,51,51,51,51,51,51,51,51,43.30734928524325,52.54400782809866,2275.541699858024
'C1454930581',168,179,28.10791666666666,155,155,155,155,155,155,155,155,155,31.208265251084498,72.9418268173778,2276.387879215395
'C1124718683',177,178,41.00133333333334,59,59,59,59,59,59,59,59,59,38.14035298492087,59.738580903150584,2278.450562464416
'C875900250',177,177,44.184281609195416,57,57,57,57,57,57,57,57,57,39.30649213697039,58.05897112564337,2282.094492030692
'C263489307',177,179,40.813688524590184,60,60,60,60,60,60,60,60,60,38.08570650099812,60.39973174323455,2300.3664559118506
'C1739468858',175,179,26.993611111111107,71,71,71,71,71,71,71,71,71,32.309315227517935,71.35024568571673,2305.277579420673
'C872043603',179,179,42.725500000000004,59,59,59,59,59,59,59,59,59,38.80665024135128,59.41089392069674,2305.5377809065017
'C2131498052',179,179,36.51265625000001,63,63,63,63,63,63,63,63,63,36.408451948783274,63.4034406138589,2308.4211209772157
'C27106217',163,179,44.90172043010753,61,61,61,61,61,61,61,61,61,39.71557958815808,58.57279881840558,2326.2526531735584
'C1490935984',169,179,82.799347826087,45,45,45,45,45,45,45,45,45,51.41512384219817,45.31578955336312,2329.916931893155
'C438541016',168,179,28.107709677419365,154,154,154,154,154,154,154,154,154,31.220654441351034,74.65311230224202,2330.7190221596697
'C1132392725',161,179,48.33864864864863,73,73,73,73,73,73,73,73,73,41.59428096782891,56.191998430602574,2337.2657708662846
'C2051369004',166,179,37.81561679790025,126,126,126,126,126,126,126,126,126,37.18568733516002,62.94830827338064,2340.776109731199
'C880450043',164,179,38.277761194029836,66,66,66,66,66,66,66,66,66,37.14000508648368,63.386949407104844,2354.1916233965576
'C1351087312',163,179,38.43954545454546,87,87,87,87,87,87,87,87,87,37.35015289858615,63.167428099070214,2359.31309771072
'C422403315',177,179,281.6627160493827,26,26,26,26,26,26,26,26,26,89.63706189137883,26.46878052472766,2372.583718084336
'C297432139',165,179,40.322660818713416,113,113,113,113,113,113,113,113,113,38.51680667462823,61.66488888175249,2375.1346036708924
'C983636862',172,172,34.40223076923076,64,64,64,64,64,64,64,64,64,35.552485942946504,67.00433164330015,2382.1705588649543
'C2054744914',168,168,38.23524590163932,60,60,60,60,60,60,60,60,60,37.07898309229088,64.33625201494299,2385.5228006834363
'C405614551',171,179,35.59373134328358,66,66,66,66,66,66,66,66,66,36.03057779851953,66.20967287337275,2385.572769478585
'C606518659',162,178,36.131250000000016,79,79,79,79,79,79,79,79,79,36.24360992102616,66.01654913839032,2392.6780553040744
'C447373253',167,179,26.435601503759386,132,132,132,132,132,132,132,132,132,30.54607990683232,78.64508357488795,2402.299007158033
'C514238360',177,179,31.184718309859157,70,70,70,70,70,70,70,70,70,34.134250139025966,70.37889344305968,2402.3307532932536
'C579037870',179,179,45.43016393442622,60,60,60,60,60,60,60,60,60,39.88815648357112,60.40903078766177,2409.6048730791185
'C665247956',170,179,73.02469999999998,49,49,49,49,49,49,49,49,49,48.93799093058548,49.316449222472535,2413.44794477804
'C1489632788',179,179,69.50392156862746,50,50,50,50,50,50,50,50,50,47.880368108186595,50.42765477395273,2414.4946734094096
'C642324097',165,179,29.170632911392406,78,78,78,78,78,78,78,78,78,33.08169936665408,73.17489307348502,2420.749813844089
'C275926123',171,179,103.8493023255814,42,42,42,42,42,42,42,42,42,57.23753056324263,42.38505812363156,2426.0160597761765
'C231476583',139,170,408.31586956521744,22,22,22,22,22,22,22,22,22,107.08504610147455,22.74679131436086,2435.8411965589535
'C1898673978',164,179,31.64114942528737,86,86,86,86,86,86,86,86,86,34.090061986472215,71.47189610039102,2436.4813683530315
'C1036903280',170,172,92.62007575757576,43,43,43,43,43,43,43,43,43,54.04565025167123,45.1896220208339,2442.3025067432095
'C441400844',178,179,48.71294444444443,59,59,59,59,59,59,59,59,59,41.12047400531232,59.40711039876741,2442.848538883234
'C1827331929',166,179,31.14041666666667,119,119,119,119,119,119,119,119,119,33.42988846831217,73.18982614782628,2446.7277251369906
'C82010125',179,179,105.54604651162789,42,42,42,42,42,42,42,42,42,57.76278667672982,42.44253736942147,2451.599232089026
'C1580753738',179,179,35.194227053140104,68,68,68,68,68,68,68,68,68,35.857141762988995,68.39412142079071,2452.417707540375
'C1304286493',168,179,34.78914556962024,157,157,157,157,157,157,157,157,157,35.368070217286046,69.4559537525476,2456.523049328676
'C951578955',163,175,37.19532846715329,136,136,136,136,136,136,136,136,136,36.84581368933155,66.67589934996187,2456.7277650173173
'C1871220408',171,179,41.161692307692334,64,64,64,64,64,64,64,64,64,38.29616800573386,64.23047533320694,2459.7810744486374
'C438204842',172,179,29.191466666666667,74,74,74,74,74,74,74,74,74,33.18419605948005,74.20815803294794,2462.5380653782236
'C1088853847',169,179,32.724791666666675,71,71,71,71,71,71,71,71,71,34.780351511097045,70.82760714267977,2463.40907311229
'C752612398',166,179,39.04566176470586,67,67,67,67,67,67,67,67,67,37.46729704115923,65.9119907845346,2469.5441372983073
'C656901929',175,177,90.47434782608697,45,45,45,45,45,45,45,45,45,53.90568892460588,45.94028833603838,2476.442892149185
'C1535419154',173,179,26.195886075949367,78,78,78,78,78,78,78,78,78,31.7301194330554,78.24774907400244,2482.8104234858474
'C1781953799',165,165,52.27924242424242,54,54,54,54,54,54,54,54,54,42.167499349630575,59.004274006395484,2488.0626857901057
'C394488921',179,179,98.30988888888886,44,44,44,44,44,44,44,44,44,56.1442859435011,44.438818614957285,2494.9857393095413
'C1490048317',179,179,55.16738505747125,57,57,57,57,57,57,57,57,57,43.461420013563206,57.414619758092954,2495.3209042255025
'C1683902488',179,179,47.25142473118281,61,61,61,61,61,61,61,61,61,40.642254827426314,61.407167521225496,2495.7257506281035
'C256152889',169,179,28.95805194805196,76,76,76,76,76,76,76,76,76,33.03258133857352,75.63158597697117,2498.3065155496165
'C126638730',133,136,452.2428947368421,18,18,18,18,18,18,18,18,18,103.37568441593685,24.274264868959943,2509.3687445224655
'C2143703121',168,179,32.02903225806452,154,154,154,154,154,154,154,154,154,33.65888076129635,74.65311230224202,2512.74020544083
'C2046826424',171,179,36.507714285714286,69,69,69,69,69,69,69,69,69,36.41019919425372,69.17538864627296,2518.689679950716
'C1832119955',162,179,54.25867724867723,62,62,62,62,62,62,62,62,62,43.475487553661424,57.95717360887579,2519.716379878074
'C309177915',178,179,75.58088235294117,50,50,50,50,50,50,50,50,50,49.99522129479174,50.42451392640573,2520.9847324329626
'C1605182199',166,179,30.26183760683761,116,116,116,116,116,116,116,116,116,32.97657975669621,76.71849226715591,2529.9134790613484
'C1828416123',179,179,45.29859374999999,63,63,63,63,63,63,63,63,63,39.94136975057363,63.4034406138589,2532.4202650166753
'C1329920992',177,179,35.954366197183084,70,70,70,70,70,70,70,70,70,36.17413845849444,70.37889344305968,2545.8958359648673
'C1656381290',169,178,51.06896174863388,60,60,60,60,60,60,60,60,60,42.08976054720292,60.53606893131894,2547.9486457881844
'C790600178',171,179,74.14317307692309,51,51,51,51,51,51,51,51,51,49.66525373362501,51.33484522615642,2549.558113533427
'C1101633489',178,178,55.852259887005665,58,58,58,58,58,58,58,58,58,43.800495438585315,58.73870374293107,2572.7843253606666
'C2083017854',178,179,30.45272727272727,76,76,76,76,76,76,76,76,76,33.702075549546294,76.37411683860162,2573.966255724428
'C1374011975',168,179,29.982072368421044,151,151,151,151,151,151,151,151,151,32.415584752519614,79.61747927933301,2580.8471473611935
'C684162308',178,179,35.94298611111111,71,71,71,71,71,71,71,71,71,36.167897264148976,71.3838364792681,2581.8032641029786
'C810002129',171,178,70.2193827160494,53,53,53,53,53,53,53,53,53,48.58117777908521,53.64771883037172,2606.269365940666
'C241071592',179,179,34.54155405405404,73,73,73,73,73,73,73,73,73,35.55139580602409,73.38479993489996,2608.932068631519
'C278484907',177,178,57.56028248587569,58,58,58,58,58,58,58,58,58,44.453644535762734,58.73494796463318,2610.982498646324
'C1008918174',164,179,37.471962962962955,89,89,89,89,89,89,89,89,89,36.89066574700793,70.83760410094014,2613.246375206661
'C287182059',178,179,56.33558333333333,59,59,59,59,59,59,59,59,59,44.066212069165246,59.40711039876741,2617.8463252483966
'C473451132',173,179,63.70964912280701,56,56,56,56,56,56,56,56,56,46.57928185626484,56.36057894044018,2625.2352920490275
'C597122637',174,179,37.47958333333333,71,71,71,71,71,71,71,71,71,36.830411287665015,71.32613874136172,2626.9710254054094
'C2002713196',166,179,126.95972222222224,41,41,41,41,41,41,41,41,41,63.927164800848516,41.23567314465209,2636.0796727920974
'C208151769',164,179,38.39705555555555,89,89,89,89,89,89,89,89,89,37.34137867996008,70.83760410094014,2645.173799514299
'C630302845',173,179,42.03089371980678,68,68,68,68,68,68,68,68,68,38.73265177886229,68.30566449973075,2645.6595175918674
'C2041168843',171,179,36.03729729729727,73,73,73,73,73,73,73,73,73,36.20650508200205,73.12308582286249,2647.531378457143
'C512928735',165,179,32.34319587628867,96,96,96,96,96,96,96,96,96,34.31627897473344,77.16561889014524,2648.036905092185
'C751887992',146,174,617.3124166666666,19,19,19,19,19,19,19,19,19,134.3074723573432,19.74136157157626,2651.4123735707954
'C1332295774',179,179,134.27402439024394,40,40,40,40,40,40,40,40,40,65.64433229626442,40.446254539145116,2655.067373106935
'C48179336',165,179,36.33126582278483,78,78,78,78,78,78,78,78,78,36.335141857824226,73.17489307348502,2658.8201202561977
'C718589253',177,179,34.044868421052634,75,75,75,75,75,75,75,75,75,35.31857238552448,75.36837511195228,2661.9034119708485
'C2126563017',166,179,36.49220833333333,119,119,119,119,119,119,119,119,119,36.42444896395443,73.18982614782628,2665.899087202196
'C877486986',167,179,34.725111111111104,134,134,134,134,134,134,134,134,134,35.38886601742793,75.80513262102272,2682.6576817587284
'C486662508',174,179,50.15015384615386,64,64,64,64,64,64,64,64,64,41.944606650558775,64.35197550928552,2699.218299923373
'C1897708405',174,179,29.62774390243903,81,81,81,81,81,81,81,81,81,33.226499882044386,81.28425008327898,2700.7911258041354
'C196786098',179,179,48.62659090909091,65,65,65,65,65,65,65,65,65,41.372197707984974,65.3997132460308,2705.72986646031
'C1516949785',173,179,40.28694444444444,71,71,71,71,71,71,71,71,71,38.04082354032734,71.28965096372671,2711.9170325626546
'C1787239285',175,176,52.680317460317475,62,62,62,62,62,62,62,62,62,42.846874449819225,63.45762524416925,2718.960901720599
'C576358551',165,172,52.32403225806453,61,61,61,61,61,61,61,61,61,42.642787316359446,63.77172414920432,2719.4040696920633
'C1620825260',167,179,32.55420454545455,131,131,131,131,131,131,131,131,131,34.13194125495358,79.98515585908304,2730.0486410505287
'C1142118359',163,179,118.47201834862385,108,108,108,108,108,108,108,108,108,80.32253558767498,34.02628014551862,2733.077097904618
'C199664659',169,179,39.325810810810815,73,73,73,73,73,73,73,73,73,37.646816256138024,72.75544940581365,2739.0110354134126
'C969824969',162,179,68.67874999999998,87,87,87,87,87,87,87,87,87,51.91129772243694,52.7874102395785,2740.262968943176
'C399061526',144,144,63.67717687074828,48,48,48,48,48,48,48,48,48,45.600963721237164,60.10648868246564,2740.913809820068
'C290487175',173,173,46.545681818181826,65,65,65,65,65,65,65,65,65,40.519760344919895,67.65221126915472,2741.2513874300384
'C1494829095',179,179,38.05266666666665,74,74,74,74,74,74,74,74,74,37.09494756108992,74.38293540390217,2759.2310882476895
'C1333401746',173,179,39.34554054054054,73,73,73,73,73,73,73,73,73,37.65545753131468,73.27836376694246,2759.3303147903302
'C1255221015',174,174,74.79932098765431,53,53,53,53,53,53,53,53,53,50.23612552954374,54.946602996750855,2760.3044455667805
'C428728055',176,179,169.02052631578945,37,37,37,37,37,37,37,37,37,73.90716099198096,37.443250922810336,2767.324374015283
'C268823556',178,179,58.645483870967745,61,61,61,61,61,61,61,61,61,45.13583832845019,61.40323673656456,2771.4865661851313
'C1120165888',166,179,33.637117647058815,84,84,84,84,84,84,84,84,84,35.06127774317139,79.25194532370027,2778.674466680888
'C71746980',175,178,36.018376623376646,76,76,76,76,76,76,76,76,76,36.195038375017134,76.77992560737168,2779.052353789779
'C1701939629',165,178,29.74360824742267,96,96,96,96,96,96,96,96,96,33.00054108033902,84.6141288383391,2792.312034706708
'C645539039',169,179,29.75358527131783,85,85,85,85,85,85,85,85,85,33.20580005416443,84.11286291555167,2793.0349079571506
'C322786133',171,178,33.65193749999999,79,79,79,79,79,79,79,79,79,35.10929655399483,79.5962654941417,2794.568889824327
'C1940107136',179,179,32.11109756097562,81,81,81,81,81,81,81,81,81,34.378087390384486,81.36988185814356,2797.3409094645203
'C1282333137',171,178,51.72196969696968,65,65,65,65,65,65,65,65,65,42.640209147386315,65.642311906663,2799.0019086180773
'C995746715',165,179,37.009225589225586,98,98,98,98,98,98,98,98,98,36.68136910787729,76.45152048840941,2804.346441893789
'C1496962993',163,179,80.67717821782175,100,100,100,100,100,100,100,100,100,59.23197303113396,47.35289736895069,2804.8055399037416
'C1163804561',177,179,31.501746987951808,82,82,82,82,82,82,82,82,82,34.08075294995999,82.35353028241337,2806.6703201119785
'C1284327050',167,179,38.49557692307691,77,77,77,77,77,77,77,77,77,37.31160263555539,75.40857018035469,2813.6146058847853
'C1207935724',165,179,46.469863013698635,72,72,72,72,72,72,72,72,72,40.74141637282066,69.1164350209061,2815.901457391739
'C1237709469',166,179,31.27317757009346,106,106,106,106,106,106,106,106,106,33.64942597535422,83.94410517202304,2824.6709530533385
'C1817842389',179,179,63.06521857923497,60,60,60,60,60,60,60,60,60,46.77356171490506,60.40903078766177,2825.5455296842974
'C2128227866',170,179,63.74336065573773,60,60,60,60,60,60,60,60,60,47.03833452651152,60.20400302794194,2831.8960342634455
'C1271484467',144,157,33.84917721518987,78,78,78,78,78,78,78,78,78,35.207401804294726,80.81529355602682,2845.2965121590664
'C1375512856',166,179,33.44454954954955,110,110,110,110,110,110,110,110,110,34.7754737653229,81.90641767433681,2848.3344790454794
'C939437404',166,179,31.347656249999996,95,95,95,95,95,95,95,95,95,33.82546677437128,84.35431152364993,2853.323961718185
'C1944878458',167,179,42.981933333333345,74,74,74,74,74,74,74,74,74,39.2704020162994,72.77713487537005,2857.9873441502255
'C23992005',174,179,35.784125,79,79,79,79,79,79,79,79,79,36.084796327527656,79.2931653432929,2861.2777215776987
'C1818893825',166,179,31.887877358490574,105,105,105,105,105,105,105,105,105,33.98625890560277,84.28200359281733,2864.4299951884327
'C421432072',166,179,33.83846846846848,110,110,110,110,110,110,110,110,110,34.98822168432652,81.90641767433681,2865.759898958736
'C869394149',179,179,32.17369047619048,83,83,83,83,83,83,83,83,83,34.381830073189114,83.3661517572889,2866.2808635748033
'C968150727',167,179,40.144264705882364,135,135,135,135,135,135,135,135,135,38.58522442435846,74.31122677426335,2867.3153623343464
'C757234945',168,179,31.027045454545455,87,87,87,87,87,87,87,87,87,33.78079690429898,85.02933787314936,2872.3587935998758
'C2056015074',170,179,32.26,84,84,84,84,84,84,84,84,84,34.41020720707782,83.64565608219937,2878.264357760449
'C1992185297',168,179,37.89331249999999,79,79,79,79,79,79,79,79,79,37.04977334225467,77.95713173815585,2888.2940613109618
'C102256008',165,179,37.983152173913055,91,91,91,91,91,91,91,91,91,37.14885575102194,77.75886847121107,2888.652988199708
'C967790734',166,179,36.35118421052631,113,113,113,113,113,113,113,113,113,36.345375962038716,79.63315140420833,2894.2968268279033
'C1747513604',169,179,33.095823529411774,84,84,84,84,84,84,84,84,84,34.805365946446216,83.18379746315476,2895.242511520166
'C454240137',178,179,66.03146174863387,60,60,60,60,60,60,60,60,60,47.93169740812219,60.40517384013732,2895.3225143904806
'C1546278193',167,179,30.00302419354838,123,123,123,123,123,123,123,123,123,32.74195355462241,88.50748623571583,2897.90800356619
'C575345520',179,179,39.92409090909091,76,76,76,76,76,76,76,76,76,37.94448393073832,76.37920613294774,2898.1695597541857
'C2017140130',179,179,42.388266666666674,74,74,74,74,74,74,74,74,74,39.0083965533686,74.38293540390217,2901.5590410390164
'C430016376',165,178,40.324124999999995,79,79,79,79,79,79,79,79,79,38.1618974135433,76.10428656478054,2904.2839766160564
'C869807132',177,179,37.943291139240486,78,78,78,78,78,78,78,78,78,37.06756757022944,78.36203052268476,2904.6898613399994
'C537330939',112,112,25.685438596491224,56,56,56,56,56,56,56,56,56,32.35259548406301,89.81981875711419,2905.9042627007707
'C1253760419',172,179,37.41918750000001,79,79,79,79,79,79,79,79,79,36.832855819698025,79.1586495187588,2915.639124606452
'C719598710',163,163,34.160263157894725,75,75,75,75,75,75,75,75,75,35.36988224172047,82.72641132524352,2926.023426853994
'C132520837',172,179,36.746543209876556,80,80,80,80,80,80,80,80,80,36.526388466219096,80.14775043696282,2927.5078671540855
'C1836308269',166,179,34.88922727272728,109,109,109,109,109,109,109,109,109,35.559004491501284,82.52101568017027,2934.3651672144224
'C2022102158',172,178,39.837542735042724,77,77,77,77,77,77,77,77,77,37.91703616305519,77.68323996053626,2945.518218846947
'C809005315',172,179,73.38957627118644,58,58,58,58,58,58,58,58,58,50.50677811354544,58.32417550345613,2945.766190808541
'C465897830',164,179,48.14735416666666,79,79,79,79,79,79,79,79,79,41.74111278760336,70.66468427638362,2949.622556480911
'C145208657',173,174,33.10228915662651,82,82,82,82,82,82,82,82,82,34.82784668297285,84.71268833547785,2950.360521450485
'C253956131',178,178,55.39786069651743,66,66,66,66,66,66,66,66,66,44.2164932840499,66.7683554507821,2952.2625403765633
'C592765908',175,179,42.841184210526315,75,75,75,75,75,75,75,75,75,39.22982267790119,75.33832430967469,2955.5091035187506
